CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary
3781,596,Germany,Female,27,2,151027.56,1,1,0,170320.58
9012,540,France,Male,41,3,0.0,2,1,0,121098.65
7499,609,Germany,Female,71,6,113317.1,1,1,0,108258.22
3424,688,Spain,Male,42,5,0.0,2,0,0,197602.29
65,751,Germany,Female,36,6,169831.46,2,1,1,27758.36
2963,655,France,Female,51,3,0.0,2,0,1,15801.02
5669,648,Germany,Male,33,7,135310.41,2,0,1,171668.2
8962,687,France,Male,38,0,144450.58,1,0,1,137276.83
354,613,France,Female,45,1,187841.99,2,1,1,147224.27
8171,496,Spain,Female,44,0,179356.28,2,1,0,2919.21
4030,603,Spain,Female,42,6,0.0,1,1,1,90437.87
8534,671,France,Female,31,6,0.0,2,1,1,15846.42
3651,732,France,Male,79,10,61811.23,1,1,1,104222.8
6739,509,France,Male,55,8,132387.91,2,1,1,170360.11
3297,592,Spain,Female,41,2,138734.94,1,1,0,90020.74
4127,712,Spain,Male,52,9,0.0,1,1,1,117977.45
8043,720,Spain,Male,31,4,141356.47,1,0,0,137985.69
4767,685,Spain,Male,39,9,0.0,2,1,1,18826.06
472,774,France,Male,26,2,93844.69,1,1,0,28415.36
3761,682,France,Female,64,10,128306.7,1,0,1,66040.83
8617,641,France,Male,37,6,0.0,2,1,0,45309.24
3566,746,Spain,Female,25,3,104833.79,1,0,0,71911.3
2760,557,Germany,Male,68,2,100194.44,1,1,1,38596.34
868,603,Germany,Male,44,6,108122.39,2,1,0,108488.33
9382,645,France,Female,38,7,59568.57,1,1,1,167723.25
8688,637,Germany,Male,40,9,154309.67,1,1,1,125334.16
4052,616,Germany,Male,41,10,113220.2,2,1,1,114072.91
6130,632,Germany,Female,35,2,150561.03,2,0,0,64722.61
3244,631,Germany,Female,32,2,146810.99,2,1,1,180990.29
4842,683,Spain,Male,56,7,50911.21,3,0,0,97629.31
9330,630,France,Male,34,9,0.0,2,1,1,114006.35
5640,477,Germany,Female,24,2,95675.62,2,0,0,162699.7
5780,604,Germany,Female,42,10,166031.45,1,1,0,98293.14
8540,484,Germany,Male,40,7,106901.42,2,0,0,118045.98
1075,743,Germany,Female,32,6,140348.56,2,1,1,163254.39
2957,686,France,Female,41,10,0.0,1,1,1,144272.71
6752,624,Spain,Male,38,7,123906.55,1,1,0,135096.78
8657,532,France,Male,43,9,0.0,2,0,0,190573.91
7272,653,France,Female,74,0,121276.32,1,1,1,160348.31
4759,557,Spain,Male,34,3,0.0,1,0,1,123427.98
4862,645,Spain,Female,55,1,133676.65,1,0,1,17095.49
7025,569,Spain,Female,51,3,0.0,3,1,0,75084.96
7647,768,France,Male,25,0,78396.08,1,1,1,8316.19
7161,690,France,Female,36,6,110480.48,1,0,0,81292.33
73,604,Germany,Female,25,5,157780.84,2,1,1,58426.81
4901,673,France,Male,59,0,178058.06,2,0,1,21063.71
4375,850,Germany,Male,41,8,60880.68,1,1,0,31825.84
6698,725,France,Female,31,6,0.0,1,0,0,61326.43
9805,644,France,Male,33,7,174571.36,1,0,1,43943.09
1101,703,Spain,Male,29,9,0.0,2,1,0,50679.48
9537,783,France,Male,40,6,0.0,2,1,0,109742.55
7655,748,France,Male,38,4,115221.36,1,0,1,70956.75
5235,645,France,Female,68,9,0.0,4,1,1,176353.87
5165,850,France,Male,33,7,140956.99,1,0,0,3510.18
118,524,Germany,Female,31,8,107818.63,1,1,0,199725.39
2022,501,Germany,Male,24,4,130806.42,2,1,0,80241.14
9885,670,France,Male,33,8,126679.69,1,1,1,39451.09
2638,593,France,Male,43,9,0.0,2,1,1,76357.43
2034,709,Germany,Male,34,4,148375.19,2,1,1,21521.38
2564,667,France,Female,38,6,144432.04,1,1,1,73963.17
8665,821,France,Female,40,1,0.0,2,1,0,194273.12
3543,675,France,Male,49,8,135133.39,1,0,1,179521.24
1219,693,Germany,Male,44,5,124601.58,2,1,1,46998.13
9714,726,Spain,Female,56,2,105473.74,1,1,1,46044.7
6711,666,Germany,Female,36,3,129118.5,2,0,0,139435.12
2903,568,France,Female,47,7,0.0,2,1,1,45978.39
3026,585,France,Male,40,7,0.0,2,0,0,146156.98
2510,625,France,Female,52,2,79468.96,1,1,1,84606.03
4201,668,Germany,Female,46,7,161806.09,1,1,1,173052.19
3207,667,Spain,Male,56,2,168883.08,1,0,1,18897.78
4489,602,France,Female,35,8,0.0,2,1,1,152843.53
2755,700,Spain,Male,31,7,0.0,2,0,1,145151.96
8889,580,France,Female,39,9,128362.59,1,1,0,86044.98
177,606,Germany,Male,36,5,190479.48,2,0,0,179351.89
1643,631,France,Female,34,4,124379.14,1,1,0,106892.91
9292,461,Germany,Female,74,1,186445.31,2,1,1,196767.83
3518,600,France,Female,39,5,0.0,2,0,0,118272.07
1374,632,France,Male,44,3,107764.75,1,1,0,185667.72
1720,805,Germany,Female,33,3,105663.56,2,0,1,33330.89
3995,701,Spain,Female,33,7,123870.07,1,1,0,97794.71
3688,679,Germany,Male,35,1,110245.13,1,1,1,178291.09
2264,582,France,Female,29,0,0.0,1,1,1,84012.81
87,729,France,Male,30,9,0.0,2,1,0,151869.35
2848,850,France,Female,41,5,0.0,2,1,1,34827.43
8687,667,Germany,Female,42,10,64404.26,2,0,0,26022.37
403,443,Spain,Male,36,6,70438.01,2,0,1,56937.43
9900,646,Germany,Male,39,6,121681.91,2,0,1,61793.47
4077,781,Spain,Male,33,3,0.0,2,1,1,42556.33
6835,810,France,Male,33,6,0.0,2,1,1,77965.67
6537,521,Spain,Female,39,3,146408.68,1,0,0,72993.67
2456,607,Spain,Female,25,4,121166.89,1,0,1,115288.24
2751,704,France,Male,42,8,129735.3,2,1,1,179565.57
2214,850,France,Female,26,4,62610.96,2,0,1,179365.1
1027,737,Germany,Male,35,0,133377.8,1,0,1,64050.19
9703,682,Germany,Female,43,7,111094.05,2,1,1,64679.3
1421,520,Germany,Male,32,5,110029.77,1,1,0,56246.69
2436,704,Spain,Male,37,4,0.0,2,0,0,25684.93
4277,775,Germany,Male,51,2,123783.25,1,1,1,134901.57
9609,741,France,Female,35,1,0.0,2,1,0,36557.55
1278,681,Spain,Male,67,7,0.0,2,0,1,163714.92
6220,807,France,Male,33,10,101952.97,2,1,0,178153.65
4907,523,France,Male,34,2,161588.89,1,1,1,51358.66
5064,558,France,Female,47,9,0.0,2,1,0,103787.28
1978,494,Germany,Male,37,5,107106.33,2,1,0,172063.09
1061,710,Spain,Female,38,4,0.0,2,1,1,136390.88
5014,758,Spain,Female,35,5,0.0,2,0,0,100365.51
4535,727,Germany,Male,37,9,101191.83,1,1,1,34551.35
6993,639,France,Female,35,1,103015.12,2,1,1,139094.12
9253,644,Spain,Male,49,10,0.0,2,1,1,145089.64
1502,796,Germany,Male,39,5,86350.87,2,0,0,105080.53
8568,615,France,Male,64,0,81564.1,2,0,1,35896.09
9314,613,Germany,Female,51,7,147262.11,1,1,1,53630.9
8836,850,France,Male,43,7,0.0,2,1,1,173851.11
8920,570,France,Female,36,3,0.0,2,1,0,92118.75
4918,717,France,Female,36,2,99472.76,2,1,0,94274.72
678,788,Spain,Female,70,1,0.0,2,1,1,41610.62
5076,700,France,Female,37,7,0.0,2,1,0,17040.82
8064,714,Spain,Male,29,9,0.0,2,1,0,129192.55
7568,422,Spain,Female,54,4,0.0,2,1,1,7166.71
102,738,France,Male,31,9,82674.15,1,1,0,41970.72
957,771,Spain,Female,67,8,0.0,2,1,1,51219.8
8556,629,Spain,Male,41,10,150148.51,1,0,0,6936.27
3785,752,Germany,Female,45,3,105426.5,2,0,1,89773.45
9630,716,France,Male,31,8,109578.04,2,1,1,51503.51
7173,744,Spain,Female,30,1,124037.28,1,1,1,142210.94
4043,635,Spain,Male,31,1,0.0,2,1,0,135382.23
2648,745,France,Male,21,4,137910.45,1,1,1,177235.23
6000,629,France,Female,37,10,99546.25,3,0,1,25136.95
7927,637,Germany,Male,30,1,122185.53,1,1,0,102566.46
2826,693,France,Female,43,4,152341.55,1,1,0,9241.78
4094,513,France,Male,29,10,0.0,2,0,1,25514.77
7774,850,Germany,Male,43,5,129305.09,2,0,1,19244.58
9258,539,France,Male,20,0,83459.86,1,1,1,146752.67
8113,421,Spain,Male,34,6,90723.36,1,1,1,12162.76
4772,487,Spain,Male,44,6,61691.45,1,1,1,53087.98
1947,688,France,Male,52,1,0.0,2,1,1,172033.57
6109,581,Germany,Female,26,3,105099.45,1,1,1,184520.0
2299,650,Germany,Female,25,2,114330.95,1,1,1,25325.07
7844,612,France,Female,38,1,0.0,2,1,1,9209.21
4382,622,France,Female,39,9,83456.79,2,0,0,38882.34
5425,644,Germany,Female,44,8,106022.73,2,0,0,148727.42
6771,747,Germany,Male,29,7,117726.33,1,1,1,175398.34
8578,495,France,Male,47,10,137682.68,1,1,0,71071.47
4291,779,France,Male,32,10,80728.15,1,1,0,86306.75
528,572,Germany,Female,48,3,152827.99,1,1,0,38411.79
1233,667,Germany,Female,39,4,83765.35,2,1,0,118358.54
779,679,Spain,Female,35,8,119182.73,1,0,0,121210.09
5859,721,Spain,Male,38,7,0.0,1,0,1,53534.8
3059,631,France,Female,33,8,0.0,2,0,0,117374.22
8587,588,Germany,Male,41,2,131341.46,2,0,1,7034.94
1860,639,Spain,Female,28,8,97840.72,1,1,1,178222.77
8438,707,Germany,Female,48,7,105086.74,1,1,1,180344.69
7403,796,Spain,Male,56,6,94231.13,1,0,0,121164.6
4639,789,France,Female,27,8,66201.96,1,1,1,79458.12
4250,489,France,Female,38,5,117289.92,1,0,0,85231.88
1992,613,France,Female,29,6,185709.28,2,1,1,77242.19
7379,573,France,Female,36,1,0.0,1,1,1,56905.38
7305,687,France,Male,28,7,108116.66,1,1,1,27411.19
5303,634,Spain,Male,25,9,0.0,2,1,1,8227.91
8192,589,France,Male,36,8,114435.47,1,1,0,26955.72
7447,636,Germany,Male,30,8,141787.31,2,1,1,109685.61
2471,626,Germany,Male,49,9,171787.84,2,1,0,187192.23
7197,707,France,Female,42,10,0.0,2,1,1,152944.39
5312,712,Spain,Female,48,8,0.0,2,1,0,183235.33
9035,535,France,Male,45,2,0.0,2,1,0,125658.28
1396,636,Spain,Female,33,0,0.0,1,1,0,92277.47
4002,634,Germany,Female,29,8,130036.21,2,0,1,69849.55
5371,712,France,Male,33,3,153819.58,1,1,0,79176.09
3235,684,Spain,Male,34,9,100628.0,2,1,1,190263.78
1042,630,Spain,Female,39,7,135483.17,1,1,0,140881.2
3298,558,Germany,Male,25,10,111363.1,2,1,0,197264.35
7256,821,Germany,Female,31,2,68927.57,1,1,1,25445.0
257,671,Germany,Female,34,6,37266.67,2,0,0,156917.12
7286,680,France,Female,43,4,0.0,2,1,1,58761.33
8616,653,Spain,Female,27,6,107751.68,2,1,1,33389.42
7816,774,Germany,Male,42,2,132193.94,2,1,1,162865.52
5843,710,France,Male,21,4,109130.96,2,1,1,56191.99
2089,679,France,Female,33,1,0.0,2,0,0,69608.48
7702,850,France,Male,31,8,0.0,2,1,0,178667.7
503,638,Spain,Male,44,9,77637.35,2,1,1,111346.22
5265,560,France,Female,27,5,0.0,2,1,0,131919.48
8814,740,France,Female,51,4,0.0,2,1,1,178929.84
1345,568,Spain,Female,26,6,0.0,2,0,0,166495.2
8455,609,France,Female,53,6,0.0,2,1,1,124218.27
5046,793,Spain,Male,25,3,100913.57,1,0,0,10579.72
2248,539,Spain,Female,37,1,130922.81,2,0,0,2186.83
4981,667,Spain,Female,23,6,136100.69,2,0,0,169669.33
372,611,Germany,Male,31,0,107884.81,2,1,1,183487.98
8454,502,France,Female,35,6,0.0,2,1,1,80618.47
3370,698,Spain,Female,47,6,0.0,1,1,0,50213.81
2006,687,France,Male,39,7,0.0,2,1,0,26848.25
3656,750,France,Female,37,6,0.0,1,1,1,117948.0
8327,707,France,Female,35,9,0.0,2,1,1,70403.65
7521,670,Spain,Male,43,1,97792.21,1,0,0,120225.62
4001,545,Germany,Male,53,5,114421.55,1,1,0,180598.28
6072,628,France,Male,45,9,0.0,2,1,1,96862.56
8736,636,France,Male,44,2,0.0,2,0,0,86414.41
997,587,Spain,Male,62,7,121286.27,1,0,1,6776.92
8179,610,France,Female,27,9,159561.93,1,0,1,103381.47
3290,736,France,Female,30,9,0.0,2,1,0,34180.33
1176,726,France,Male,34,9,0.0,2,0,0,14121.61
551,674,Germany,Male,47,6,106901.94,1,1,1,2079.2
744,650,France,Male,60,8,0.0,2,1,1,102925.76
7223,799,Germany,Male,31,9,154586.92,1,0,1,88604.89
4554,592,France,Male,39,7,0.0,2,1,0,83084.33
2859,551,Spain,Male,32,4,0.0,2,1,0,53420.53
8820,652,Germany,Male,36,9,150956.71,1,0,0,72350.17
3459,773,France,Female,40,10,0.0,2,0,1,69303.15
2724,453,Germany,Female,38,8,120623.21,1,1,0,129697.99
6847,656,France,Male,30,3,0.0,2,0,1,17104.0
7615,590,Spain,Male,37,6,169902.92,1,1,1,128256.18
7547,555,France,Male,29,4,128744.04,1,1,1,47454.93
9174,529,France,Male,61,1,0.0,2,1,1,191370.97
6393,593,Germany,Female,41,4,119703.1,2,1,1,109783.29
5358,658,France,Male,39,7,0.0,2,1,0,48378.4
9488,671,Spain,Male,32,6,123912.78,2,1,1,146636.44
2968,696,Spain,Female,36,7,0.0,2,1,1,82298.59
693,589,France,Male,34,6,0.0,2,1,1,177896.92
2533,606,France,Male,61,5,108166.09,2,0,1,8643.21
6399,601,Germany,Male,48,9,163630.76,1,0,1,41816.49
982,668,France,Male,32,7,0.0,2,1,1,777.37
5364,812,Germany,Male,33,2,127154.14,2,0,1,105383.49
79,416,Germany,Female,41,10,122189.66,2,1,0,98301.61
4053,550,Spain,Male,51,5,0.0,2,1,0,153917.41
6258,712,France,Female,27,2,133009.51,1,1,0,126809.15
9576,669,Germany,Female,42,1,103873.39,1,1,0,148611.52
9025,577,Spain,Male,29,2,0.0,1,1,1,168924.41
3107,597,Spain,Female,30,2,119370.11,1,1,1,182726.22
3601,608,France,Male,50,6,0.0,1,1,0,93568.77
6073,471,Germany,Female,36,5,90063.74,2,1,1,96366.7
8126,729,Germany,Male,39,6,127415.85,1,1,1,184977.2
2142,690,France,Male,35,6,112689.95,1,1,0,176962.31
6310,685,Spain,Male,43,4,97392.18,2,1,0,43956.83
2268,659,France,Female,56,9,123785.24,1,1,0,99504.03
445,748,France,Female,26,1,77780.29,1,0,1,183049.41
4883,614,Germany,Male,43,8,140733.74,1,1,1,166588.76
4466,413,Spain,Male,35,2,0.0,2,1,1,60972.84
9026,546,Spain,Female,36,7,85660.96,1,0,0,134778.01
6632,694,Spain,Male,31,5,0.0,1,1,0,35593.18
3316,666,France,Male,53,5,64646.7,1,1,0,128019.48
1701,792,France,Male,50,9,0.0,4,1,1,194700.81
2526,671,Spain,Female,29,6,0.0,2,0,0,12048.67
68,661,Germany,Female,35,5,150725.53,2,0,1,113656.85
1168,607,France,Female,27,2,0.0,2,1,0,63495.86
48,550,Germany,Male,38,2,103391.38,1,0,1,90878.13
1053,600,Spain,Female,50,6,94684.27,1,1,1,50488.91
4029,501,Germany,Male,27,4,95331.83,2,1,0,132104.76
880,749,France,Female,60,6,0.0,1,1,0,17978.68
2651,850,Germany,Male,40,4,166082.15,2,0,1,44406.17
7759,549,Germany,Female,55,1,137592.31,2,0,1,116548.02
2439,566,France,Female,42,6,0.0,1,1,0,180702.12
4924,792,Germany,Male,36,5,115725.24,2,0,0,1871.25
1467,624,Germany,Female,35,0,180303.24,2,1,0,163587.9
7292,744,Spain,Male,34,3,0.0,2,1,0,27244.35
5035,657,Spain,Male,34,5,154983.98,1,1,0,27738.01
2441,735,Spain,Male,29,10,0.0,2,1,1,95025.27
6554,520,France,Male,31,4,93249.4,1,1,0,77335.75
230,673,France,Male,72,1,0.0,2,0,1,111981.19
1320,687,France,Female,47,7,0.0,2,1,1,177624.01
41,465,France,Female,51,8,122522.32,1,0,0,181297.65
777,692,Spain,Male,28,9,118945.09,1,0,0,16064.25
8950,461,France,Female,35,5,0.0,1,1,1,54209.02
8404,586,Germany,Female,47,5,157099.47,2,1,1,65481.86
1729,637,France,Male,33,0,132255.99,2,0,1,74588.41
3910,620,France,Female,70,3,87926.24,2,1,0,33350.26
579,701,France,Male,39,2,0.0,2,1,1,82526.92
9941,657,Spain,Male,36,8,0.0,2,0,1,123866.43
5839,594,Germany,Male,40,0,152092.44,2,1,1,83508.93
8271,481,France,Male,37,8,152303.66,2,1,1,175082.2
7275,669,France,Female,42,9,0.0,2,0,0,135630.32
1491,504,Germany,Female,43,7,102365.49,1,1,0,194690.77
9109,681,Spain,Male,33,10,0.0,1,0,0,158336.36
5610,733,France,Female,28,5,0.0,2,0,0,12761.16
61,687,Germany,Female,27,9,152328.88,2,0,0,126494.82
5471,704,Germany,Female,39,10,102556.18,2,1,0,171971.25
3905,496,France,Female,29,4,0.0,2,1,0,164806.89
6531,518,France,Female,45,8,0.0,2,1,1,36193.07
402,751,Spain,Male,52,8,0.0,2,0,1,179291.85
332,663,Germany,Male,44,2,117028.6,2,0,1,144680.18
2084,423,France,Female,36,5,97665.61,1,1,0,118372.55
9557,655,Germany,Male,67,6,148363.38,1,1,1,186995.17
164,683,Spain,Male,29,0,133702.89,1,1,0,55582.54
4379,669,France,Male,29,7,0.0,2,1,1,138145.62
2715,649,France,Male,38,1,122214.0,1,0,1,88965.46
8923,625,Germany,Female,55,8,118772.71,4,0,0,135853.62
7346,789,France,Male,27,6,0.0,2,1,0,103603.65
5453,714,France,Female,25,4,0.0,2,0,0,82500.84
7046,589,Germany,Female,20,2,121093.29,2,1,0,3529.72
1334,489,Germany,Male,28,1,79460.98,2,1,1,167973.63
8698,691,Germany,Male,30,7,101231.77,2,0,0,156529.44
1659,680,Spain,Female,31,9,119825.75,2,1,1,101139.3
3578,704,Germany,Female,39,1,124640.51,1,1,0,116511.12
753,815,Germany,Male,37,2,110777.26,2,1,0,2383.59
6584,671,Germany,Female,23,9,123943.18,1,1,1,159553.27
706,626,Germany,Male,35,4,88109.81,1,1,1,32825.5
3014,628,Spain,Male,43,3,184926.61,1,1,0,122937.57
8558,574,France,Female,39,5,119013.86,1,1,0,103421.91
9875,521,France,Male,39,7,0.0,2,0,1,653.58
9582,559,France,Male,62,6,118756.62,1,1,1,20367.68
8928,623,France,Female,29,1,0.0,2,0,0,39382.06
9556,769,Germany,Male,34,7,115101.5,1,0,0,57841.89
8983,723,Germany,Male,37,3,94661.53,2,1,0,121239.65
1834,700,Spain,Female,46,5,56580.95,2,0,1,45424.13
2996,729,Spain,Female,45,7,91091.06,2,1,0,71133.12
5427,599,Germany,Male,36,3,128960.21,2,1,1,40318.33
3879,778,France,Female,33,9,151772.63,2,0,0,180249.94
7156,632,Germany,Male,65,6,129472.33,1,1,1,85179.48
5081,610,France,Female,31,6,107784.65,1,1,1,141137.53
9114,541,France,Male,36,5,0.0,2,1,0,124795.84
7244,445,France,Female,33,7,0.0,2,1,0,122625.68
5400,731,France,Female,30,5,0.0,2,1,0,189528.72
5395,589,Germany,Male,48,5,126111.61,1,0,1,133961.19
9427,693,Spain,Female,39,0,0.0,2,0,0,81901.6
2246,717,Spain,Female,39,6,0.0,2,1,0,93275.61
835,559,France,Male,34,2,137390.11,2,1,0,9677.0
8394,692,France,Male,69,10,154953.94,1,1,1,70849.47
9042,731,France,Male,29,5,179539.2,1,0,0,112010.02
432,548,Germany,Female,33,0,101084.36,1,1,0,42749.85
3378,529,Germany,Male,72,5,94216.05,1,1,1,78695.68
6817,608,France,Female,56,10,129255.2,2,1,0,142492.04
8131,613,Germany,Male,33,3,155736.42,2,1,1,57751.21
9621,718,Germany,Female,33,4,70541.06,1,0,0,88592.8
6066,502,France,Male,45,0,0.0,1,0,0,84663.21
1193,363,Spain,Female,28,6,146098.43,3,1,0,100615.14
6934,550,Spain,Male,39,2,116120.19,2,1,1,195638.13
5461,531,Spain,Male,31,2,118899.45,2,0,0,41409.36
3071,798,France,Male,32,7,0.0,2,0,1,37731.95
3044,649,Spain,Male,29,2,45022.23,1,1,1,173495.77
3263,447,France,Male,43,2,0.0,2,1,0,33879.26
2729,667,France,Male,23,1,0.0,2,1,0,91573.19
3433,587,Germany,Female,37,6,104414.03,1,1,0,192026.02
433,545,Germany,Female,37,8,114754.08,1,1,0,136050.44
3272,728,France,Female,59,4,0.0,1,1,1,163365.85
7001,681,Germany,Male,48,5,139714.4,2,0,0,73066.72
9726,773,Spain,Male,43,7,138150.57,1,1,1,177357.16
104,670,Spain,Female,65,1,0.0,1,1,1,177655.68
3315,527,France,Female,25,6,0.0,2,0,1,96758.58
1656,581,Germany,Male,31,6,116891.72,1,1,0,107137.3
1533,850,France,Female,37,3,212778.2,1,0,1,69372.88
4680,676,Germany,Male,48,3,80697.44,1,0,0,101397.86
8813,850,Germany,Female,26,8,123126.29,1,1,0,74425.41
9002,605,France,Male,36,7,128829.25,1,1,0,190588.59
6622,559,France,Female,43,1,0.0,1,0,1,86634.3
1443,556,France,Female,43,6,0.0,3,0,0,125154.57
214,572,Germany,Male,26,4,118287.01,2,0,0,60427.3
5356,839,Germany,Male,47,2,136911.07,1,1,1,168184.62
9218,676,Germany,Female,48,2,124442.38,1,1,0,15068.53
6322,735,France,Male,50,2,0.0,2,0,1,147075.69
4989,629,France,Male,40,9,0.0,1,1,0,106.67
1419,535,France,Female,44,2,114427.86,1,1,1,136330.26
9516,557,France,Female,32,3,123502.53,1,1,1,69826.8
8606,807,Spain,Male,42,5,0.0,2,1,1,74900.9
181,510,France,Male,65,2,0.0,2,1,1,48071.61
4352,564,France,Male,26,7,84006.88,2,0,0,183490.99
8700,709,Germany,Male,23,8,73314.04,2,1,0,63446.47
2446,758,France,Male,51,8,81710.46,1,1,1,116520.07
5321,732,France,Male,25,0,110942.9,1,0,0,172576.56
8045,771,Spain,Female,47,3,72664.0,2,1,1,107874.39
5684,735,France,Female,25,3,91718.8,1,0,0,28411.23
3532,778,Germany,Female,37,0,105617.73,2,1,1,133699.82
8244,528,Spain,Female,32,0,68138.37,1,1,1,170309.19
7976,849,France,Male,35,4,110837.73,1,0,0,126419.8
3698,589,France,Female,21,3,0.0,2,0,1,55601.44
70,738,Germany,Male,58,2,133745.44,4,1,0,28373.86
544,504,France,Female,49,7,0.0,3,0,1,87822.14
1204,630,France,Female,40,7,0.0,2,1,1,34453.17
3078,527,Spain,Female,36,6,0.0,2,1,1,102280.29
9106,698,Germany,Male,52,10,107304.39,3,1,0,28806.32
9120,703,Spain,Male,58,4,92930.92,1,0,1,85148.78
9680,590,France,Male,36,1,0.0,2,1,0,48876.84
6180,579,Spain,Male,37,4,0.0,2,1,1,32246.63
8329,683,France,Male,43,2,112499.42,2,1,0,30375.18
4284,732,Germany,Female,42,2,118889.66,2,0,0,87422.15
4007,648,France,Female,43,7,139972.18,1,1,0,143668.58
8713,786,Spain,Male,40,6,0.0,2,0,0,41248.8
877,652,Spain,Female,42,4,0.0,2,1,1,38152.01
8060,730,Spain,Female,39,6,140094.59,1,1,0,172450.04
196,616,Spain,Female,32,6,0.0,2,1,1,43001.46
9746,490,Germany,Female,41,0,139659.04,1,1,1,176254.12
4010,514,Spain,Male,66,9,0.0,2,1,1,14234.31
9962,702,Spain,Male,44,9,0.0,1,0,0,59207.41
2571,680,France,Male,44,7,108724.98,1,0,1,72330.46
3753,777,France,Male,23,6,0.0,2,1,1,163225.48
9247,786,Spain,Male,29,7,80895.44,2,1,0,64945.57
8628,704,France,Male,44,3,0.0,2,0,1,152884.85
9368,737,France,Male,28,8,0.0,2,1,0,106390.01
6159,756,Germany,Female,26,5,155143.52,1,0,1,135034.57
4791,709,Spain,Male,35,2,0.0,2,1,0,104982.39
5337,815,Spain,Female,57,5,0.0,3,0,0,38941.44
3024,648,Germany,Male,41,5,123049.21,1,0,1,5066.76
2718,788,France,Female,39,3,135139.33,1,0,1,113086.08
8655,611,France,Male,30,9,0.0,2,1,1,148887.69
6916,654,France,Female,24,8,145081.73,1,1,1,130075.07
3984,834,Spain,Male,38,8,0.0,2,1,1,66485.26
7308,663,Spain,Female,53,6,150200.23,1,0,1,151317.27
5953,516,Spain,Female,31,7,0.0,1,1,0,47018.75
3844,681,France,Male,38,6,153722.47,1,1,0,101319.76
2682,656,Germany,Female,27,3,150905.03,2,1,0,16998.72
4024,655,France,Female,20,7,134397.61,1,0,0,28029.54
8715,579,Germany,Male,41,0,141749.68,1,0,1,9201.53
3139,645,France,Female,40,3,129596.77,1,1,1,103232.6
4237,498,France,Female,29,9,0.0,1,1,0,190035.83
218,807,France,Male,43,1,105799.32,2,1,0,34888.04
6618,636,Germany,Female,29,3,97325.15,1,0,1,131924.38
9606,524,France,Male,44,10,118569.03,2,0,0,82117.2
5268,691,France,Male,28,1,0.0,2,0,0,92865.41
2543,850,Spain,Female,24,1,0.0,2,0,1,69052.87
2870,707,France,Female,55,1,0.0,2,0,1,54409.48
1244,587,Germany,Female,38,0,132122.42,2,0,0,31730.32
420,756,Germany,Female,60,3,115924.89,1,1,0,93524.19
6227,588,France,Female,34,3,120777.88,1,1,1,131729.52
2058,707,France,Male,47,3,0.0,2,1,0,174303.29
8493,753,Germany,Female,46,9,113909.69,3,1,0,92320.37
6434,628,France,Female,45,8,0.0,2,1,0,193903.06
3422,679,Germany,Male,35,1,130463.55,2,1,1,37341.17
4510,611,Germany,Female,43,9,127216.31,2,0,1,17913.25
1166,622,Germany,Female,28,1,143124.63,2,1,0,81723.8
254,696,Spain,Male,28,8,0.0,1,0,0,176713.47
415,626,Spain,Male,26,8,0.0,2,0,0,191420.71
9175,519,France,Female,38,7,125328.56,1,1,0,188225.67
3469,679,Spain,Female,26,3,76554.06,1,1,1,184800.27
3050,791,France,Female,44,5,0.0,2,1,1,123977.86
759,664,France,Male,58,5,98668.18,1,1,1,60887.58
1385,716,France,Female,35,8,112808.18,1,0,1,17848.3
654,729,Spain,Male,31,8,164870.81,2,1,1,9567.39
1201,399,Germany,Male,46,2,127655.22,1,1,0,139994.68
2413,815,Germany,Female,25,8,135161.67,1,1,1,136071.05
5579,686,Spain,Male,22,8,0.0,2,0,0,142331.85
5993,597,France,Male,45,7,0.0,2,0,0,167756.45
5294,509,Germany,Male,32,9,170661.47,1,1,1,21646.2
3055,812,France,Male,44,4,115049.15,2,1,0,165038.41
2830,575,Spain,Male,53,1,84903.33,2,0,1,26015.8
2970,815,France,Male,45,7,0.0,1,0,1,52885.23
328,671,Germany,Male,35,1,144848.74,1,1,1,179012.3
4270,623,France,Female,57,7,71481.79,2,1,1,84421.34
5994,580,Germany,Male,35,10,136281.41,2,1,1,24799.47
4392,787,France,Male,51,0,58137.08,1,0,1,142538.31
2063,588,Germany,Female,35,1,103060.63,1,1,0,179866.01
8301,615,Germany,Male,58,3,72309.3,1,1,1,85687.09
9013,591,France,Female,34,3,96127.27,1,0,0,30972.06
9329,663,Spain,Male,35,5,0.0,2,1,1,62634.94
5169,651,Germany,Male,31,7,138008.06,2,1,0,129912.74
4429,626,France,Male,38,7,141074.59,1,1,0,52795.56
1281,790,Spain,Male,46,8,182364.53,1,0,0,139266.48
3381,738,France,Male,49,6,106770.82,1,1,0,123499.27
2636,702,Spain,Male,30,2,0.0,2,1,1,145537.32
3328,529,France,Female,38,2,0.0,1,1,0,146388.85
6436,623,Germany,Male,33,2,80002.33,1,1,1,104079.62
